@RELATION pokemon

@ATTRIBUTE	type	{grass,fire,water,bug,flying,normal,poison,electric,ground}
@ATTRIBUTE	height	REAL
@ATTRIBUTE	weight	REAL
@ATTRIBUTE	name	{Bulbasaur,Ivysaur,Venusaur,Charmander,Charmeleon,Charizard,Squirtle,Wartortle,Blastoise,Caterpie,Metapod,Butterfree,Weedle,Kakuna,Beedrill,Pidgey,Pidgeotto,Pidgeot,Rattata,Raticate,Spearow,Fearow,Ekans,Arbok,Pikachu,Raichu,Sandshrew,Sandslash,NidoranF,Nidorina,Nidoqueen,NidoranM,Nidorino,Nidoking}

@DATA
grass,1.94,90.28,Venusaur
fire,0.53,9.77,Charmander
fire,0.75,8.53,Charmander
fire,0.55,8.02,Charmander
fire,0.66,8.01,Charmander
fire,0.56,8.13,Charmander
fire,0.6,8.48,Charmander
fire,0.59,9.38,Charmander
fire,0.72,7.64,Charmander
fire,0.6,6.94,Charmander
fire,0.7,6.94,Charmander
fire,0.6,7.82,Charmander
fire,0.68,8.75,Charmander
fire,0.62,8.05,Charmander
fire,0.59,8.47,Charmander
fire,0.67,7.07,Charmander
fire,0.62,8.04,Charmander
fire,0.47,7.49,Charmander
fire,0.61,7.86,Charmander
fire,0.67,7.78,Charmander
fire,0.59,10.07,Charmander
fire,0.65,9.59,Charmander
fire,0.52,8.08,Charmander
fire,0.57,9.27,Charmander
fire,0.63,7.73,Charmander
fire,0.55,7.12,Charmander
fire,1.26,18.64,Charmeleon
fire,1.11,19.41,Charmeleon
fire,1.27,19.32,Charmeleon
fire,1.14,16.3,Charmeleon
fire,1.08,20.95,Charmeleon
fire,0.97,18.33,Charmeleon
fire,1.04,17.34,Charmeleon
fire,1.27,18.02,Charmeleon
fire,1.04,19.1,Charmeleon
fire,1.05,15.57,Charmeleon
fire,1.06,20.11,Charmeleon
fire,1.22,16.77,Charmeleon
fire,1.28,20.16,Charmeleon
fire,1.17,16.65,Charmeleon
fire,1.07,16.55,Charmeleon
fire,1.12,20.13,Charmeleon
fire,1.1,19.56,Charmeleon
fire,1.14,17.99,Charmeleon
fire,1.09,21.38,Charmeleon
fire,1.28,19.28,Charmeleon
fire,1.09,20.33,Charmeleon
fire,1.29,16.47,Charmeleon
fire,0.92,17.37,Charmeleon
fire,1.06,18.37,Charmeleon
fire,1.13,17.5,Charmeleon
fire,1.72,95.37,Charizard
fire,1.65,83.4,Charizard
fire,1.62,94.32,Charizard
fire,1.75,72.36,Charizard
fire,1.82,106.6,Charizard
fire,1.84,97.2,Charizard
fire,1.83,85.62,Charizard
fire,1.49,94.46,Charizard
fire,1.9,98.76,Charizard
fire,1.86,99.66,Charizard
fire,1.58,91.19,Charizard
fire,1.57,92.43,Charizard
fire,1.7,84.27,Charizard
fire,1.81,100.26,Charizard
fire,1.79,89.14,Charizard
fire,1.71,81.81,Charizard
fire,1.79,94.64,Charizard
fire,1.69,95.27,Charizard
fire,2.08,97.62,Charizard
fire,2.0,92.03,Charizard
fire,1.89,98.43,Charizard
fire,1.68,86.33,Charizard
fire,1.68,83.67,Charizard
fire,1.8,93.41,Charizard
fire,1.58,89.13,Charizard
water,0.5,8.38,Squirtle
water,0.46,8.56,Squirtle
water,0.49,7.44,Squirtle
water,0.5,10.37,Squirtle
water,0.48,7.89,Squirtle
water,0.49,7.73,Squirtle
water,0.44,10.45,Squirtle
water,0.42,9.78,Squirtle
water,0.58,10.19,Squirtle
water,0.53,9.4,Squirtle
water,0.53,7.5,Squirtle
water,0.51,9.28,Squirtle
water,0.51,8.8,Squirtle
water,0.5,11.63,Squirtle
water,0.4,8.93,Squirtle
water,0.52,7.12,Squirtle
water,0.5,11.44,Squirtle
water,0.44,9.54,Squirtle
water,0.51,9.33,Squirtle
water,0.49,8.89,Squirtle
water,0.54,8.27,Squirtle
water,0.47,9.87,Squirtle
water,0.51,9.05,Squirtle
water,0.54,9.24,Squirtle
water,0.49,8.93,Squirtle
water,0.99,22.52,Wartortle
water,1.04,27.7,Wartortle
water,1.06,22.66,Wartortle
water,0.86,23.1,Wartortle
water,0.9,24.73,Wartortle
water,0.85,23.17,Wartortle
water,1.17,21.22,Wartortle
water,0.96,24.03,Wartortle
water,1.02,20.59,Wartortle
water,0.86,24.12,Wartortle
water,0.74,22.3,Wartortle
water,0.95,24.2,Wartortle
water,1.02,24.24,Wartortle
water,0.86,20.22,Wartortle
water,0.92,22.77,Wartortle
water,0.91,21.47,Wartortle
water,1.15,25.78,Wartortle
water,0.99,25.86,Wartortle
water,0.95,24.17,Wartortle
water,0.95,23.12,Wartortle
water,0.91,25.88,Wartortle
water,0.96,19.33,Wartortle
water,0.88,18.89,Wartortle
water,1.12,20.94,Wartortle
water,0.94,21.17,Wartortle
water,1.54,80.42,Blastoise
water,1.59,78.77,Blastoise
water,1.41,101.5,Blastoise
water,1.51,88.42,Blastoise
water,1.65,87.63,Blastoise
water,1.68,81.9,Blastoise
water,1.35,73.3,Blastoise
water,1.52,84.33,Blastoise
water,1.59,97.91,Blastoise
water,1.47,72.58,Blastoise
water,1.75,101.73,Blastoise
water,1.73,81.58,Blastoise
water,1.33,86.38,Blastoise
water,1.51,97.08,Blastoise
water,1.53,90.16,Blastoise
water,1.65,76.31,Blastoise
water,1.91,101.78,Blastoise
water,1.8,90.33,Blastoise
water,1.57,70.45,Blastoise
water,1.59,95.73,Blastoise
water,1.32,95.49,Blastoise
water,1.49,71.38,Blastoise
water,1.71,77.04,Blastoise
water,1.67,78.08,Blastoise
water,1.78,92.71,Blastoise
bug,0.33,2.95,Caterpie
bug,0.31,2.93,Caterpie
bug,0.32,2.77,Caterpie
bug,0.31,3.3,Caterpie
bug,0.29,2.85,Caterpie
bug,0.26,2.74,Caterpie
bug,0.3,3.33,Caterpie
bug,0.25,3.07,Caterpie
bug,0.3,3.02,Caterpie
bug,0.32,2.81,Caterpie
bug,0.3,2.8,Caterpie
bug,0.32,2.83,Caterpie
bug,0.25,2.62,Caterpie
bug,0.32,2.65,Caterpie
bug,0.28,3.05,Caterpie
bug,0.31,3.08,Caterpie
bug,0.3,2.95,Caterpie
bug,0.35,2.93,Caterpie
bug,0.29,3.04,Caterpie
bug,0.3,2.66,Caterpie
bug,0.3,3.07,Caterpie
bug,0.27,2.58,Caterpie
bug,0.31,2.97,Caterpie
bug,0.32,2.67,Caterpie
bug,0.29,2.32,Caterpie
bug,0.69,10.38,Metapod
bug,0.66,9.27,Metapod
bug,0.65,10.67,Metapod
bug,0.67,9.95,Metapod
bug,0.71,8.79,Metapod
bug,0.64,10.63,Metapod
bug,0.64,8.93,Metapod
bug,0.67,11.16,Metapod
bug,0.67,10.84,Metapod
bug,0.65,11.45,Metapod
bug,0.64,11.48,Metapod
bug,0.76,10.51,Metapod
bug,0.68,9.32,Metapod
bug,0.68,8.77,Metapod
bug,0.75,9.92,Metapod
bug,0.73,10.16,Metapod
bug,0.76,10.51,Metapod
bug,0.74,8.36,Metapod
bug,0.83,10.76,Metapod
bug,0.68,11.79,Metapod
bug,0.77,9.29,Metapod
bug,0.67,9.35,Metapod
bug,0.74,8.15,Metapod
bug,0.63,11.41,Metapod
bug,0.67,8.0,Metapod
bug,1.23,30.94,Butterfree
bug,0.92,30.71,Butterfree
bug,0.96,28.43,Butterfree
bug,1.2,35.66,Butterfree
bug,1.17,31.51,Butterfree
bug,1.05,36.01,Butterfree
bug,1.21,30.42,Butterfree
bug,1.23,31.8,Butterfree
bug,0.99,26.67,Butterfree
bug,1.09,34.98,Butterfree
bug,0.95,31.13,Butterfree
bug,1.11,30.86,Butterfree
bug,0.96,29.43,Butterfree
bug,1.19,35.24,Butterfree
bug,1.18,34.56,Butterfree
bug,1.09,27.78,Butterfree
bug,1.09,38.33,Butterfree
bug,1.13,31.98,Butterfree
bug,1.27,32.71,Butterfree
bug,1.16,31.83,Butterfree
bug,1.23,25.01,Butterfree
bug,1.07,32.1,Butterfree
bug,1.09,30.46,Butterfree
bug,0.92,26.06,Butterfree
bug,1.09,37.67,Butterfree
bug,0.32,3.37,Weedle
bug,0.31,3.37,Weedle
bug,0.28,3.27,Weedle
bug,0.3,3.66,Weedle
bug,0.34,2.98,Weedle
bug,0.3,3.05,Weedle
bug,0.25,3.22,Weedle
bug,0.29,3.06,Weedle
bug,0.33,3.02,Weedle
bug,0.29,3.03,Weedle
bug,0.27,2.85,Weedle
bug,0.31,3.73,Weedle
bug,0.27,3.05,Weedle
bug,0.28,3.18,Weedle
bug,0.31,3.15,Weedle
bug,0.28,3.48,Weedle
bug,0.32,3.45,Weedle
bug,0.33,3.82,Weedle
bug,0.3,2.98,Weedle
bug,0.32,2.81,Weedle
bug,0.34,2.93,Weedle
bug,0.29,3.09,Weedle
bug,0.32,3.25,Weedle
bug,0.29,2.84,Weedle
bug,0.31,3.06,Weedle
bug,0.61,8.24,Kakuna
bug,0.54,10.5,Kakuna
bug,0.71,8.85,Kakuna
bug,0.57,9.35,Kakuna
bug,0.61,10.18,Kakuna
bug,0.59,9.04,Kakuna
bug,0.67,9.73,Kakuna
bug,0.6,9.44,Kakuna
bug,0.65,9.57,Kakuna
bug,0.57,8.64,Kakuna
bug,0.56,11.51,Kakuna
bug,0.65,11.67,Kakuna
bug,0.54,9.66,Kakuna
bug,0.64,10.83,Kakuna
bug,0.6,10.64,Kakuna
bug,0.67,10.39,Kakuna
bug,0.64,9.92,Kakuna
bug,0.7,9.98,Kakuna
bug,0.54,11.59,Kakuna
bug,0.7,8.03,Kakuna
bug,0.69,10.96,Kakuna
bug,0.56,9.69,Kakuna
bug,0.61,9.41,Kakuna
bug,0.6,10.71,Kakuna
bug,0.66,10.93,Kakuna
bug,0.93,30.85,Beedrill
bug,1.1,26.36,Beedrill
bug,1.03,33.77,Beedrill
bug,1.04,31.43,Beedrill
bug,0.93,27.75,Beedrill
bug,0.92,31.41,Beedrill
bug,0.92,34.05,Beedrill
bug,1.18,34.0,Beedrill
bug,0.91,30.52,Beedrill
bug,1.17,26.3,Beedrill
bug,1.0,23.0,Beedrill
bug,0.91,30.73,Beedrill
bug,0.96,28.54,Beedrill
bug,1.03,29.22,Beedrill
bug,1.01,29.32,Beedrill
bug,0.96,32.97,Beedrill
bug,1.08,32.28,Beedrill
bug,1.0,32.05,Beedrill
bug,0.98,32.59,Beedrill
bug,1.07,27.86,Beedrill
bug,1.02,24.06,Beedrill
bug,0.97,32.89,Beedrill
bug,1.02,32.54,Beedrill
bug,0.85,25.08,Beedrill
bug,0.95,32.93,Beedrill
flying,0.34,3.95,Pidgey
flying,0.33,3.84,Pidgey
flying,0.33,4.49,Pidgey
flying,0.3,3.77,Pidgey
flying,0.31,3.48,Pidgey
flying,0.28,4.19,Pidgey
flying,0.26,4.31,Pidgey
flying,0.29,3.73,Pidgey
flying,0.33,3.25,Pidgey
flying,0.27,3.83,Pidgey
flying,0.36,3.64,Pidgey
flying,0.32,4.05,Pidgey
flying,0.31,3.73,Pidgey
flying,0.33,4.58,Pidgey
flying,0.3,4.05,Pidgey
flying,0.28,3.95,Pidgey
flying,0.28,4.36,Pidgey
flying,0.29,4.02,Pidgey
flying,0.35,4.34,Pidgey
flying,0.37,3.14,Pidgey
flying,0.32,3.62,Pidgey
flying,0.31,4.49,Pidgey
flying,0.22,4.1,Pidgey
flying,0.32,3.91,Pidgey
flying,0.31,4.21,Pidgey
flying,1.09,29.81,Pidgeotto
flying,1.01,24.01,Pidgeotto
flying,0.98,28.77,Pidgeotto
flying,1.17,30.52,Pidgeotto
flying,1.16,28.67,Pidgeotto
flying,1.21,30.81,Pidgeotto
flying,1.17,32.84,Pidgeotto
flying,0.94,30.06,Pidgeotto
flying,1.11,28.43,Pidgeotto
flying,0.93,30.21,Pidgeotto
flying,1.1,31.2,Pidgeotto
flying,1.06,25.26,Pidgeotto
flying,1.03,32.4,Pidgeotto
flying,1.06,26.57,Pidgeotto
flying,1.23,29.58,Pidgeotto
flying,1.11,29.5,Pidgeotto
flying,0.85,27.77,Pidgeotto
flying,1.03,29.12,Pidgeotto
flying,1.04,31.39,Pidgeotto
flying,1.11,26.23,Pidgeotto
flying,1.18,31.09,Pidgeotto
flying,1.24,28.48,Pidgeotto
flying,1.14,26.42,Pidgeotto
flying,1.02,29.84,Pidgeotto
flying,1.05,28.2,Pidgeotto
flying,1.5,28.91,Pidgeot
flying,1.44,31.37,Pidgeot
flying,1.53,46.7,Pidgeot
flying,1.51,39.26,Pidgeot
flying,1.48,35.23,Pidgeot
flying,1.41,44.59,Pidgeot
flying,1.69,38.26,Pidgeot
flying,1.2,31.44,Pidgeot
flying,1.47,38.47,Pidgeot
flying,1.78,39.01,Pidgeot
flying,1.61,40.32,Pidgeot
flying,1.33,37.35,Pidgeot
flying,1.8,37.55,Pidgeot
flying,1.53,38.82,Pidgeot
flying,1.41,45.86,Pidgeot
flying,1.47,34.71,Pidgeot
flying,1.48,40.55,Pidgeot
flying,1.31,38.25,Pidgeot
flying,1.68,39.0,Pidgeot
flying,1.37,32.45,Pidgeot
flying,1.36,37.52,Pidgeot
flying,1.62,44.03,Pidgeot
flying,1.61,37.8,Pidgeot
flying,1.66,39.88,Pidgeot
flying,1.43,35.69,Pidgeot
normal,0.31,4.05,Rattata
normal,0.26,2.86,Rattata
normal,0.3,4.14,Rattata
normal,0.25,3.83,Rattata
normal,0.27,3.28,Rattata
normal,0.32,3.09,Rattata
normal,0.25,3.23,Rattata
normal,0.31,3.09,Rattata
normal,0.25,3.07,Rattata
normal,0.33,3.58,Rattata
normal,0.3,3.69,Rattata
normal,0.3,3.78,Rattata
normal,0.33,4.1,Rattata
normal,0.32,3.73,Rattata
normal,0.29,3.39,Rattata
normal,0.27,3.1,Rattata
normal,0.3,2.75,Rattata
normal,0.27,2.9,Rattata
normal,0.28,3.51,Rattata
normal,0.25,2.71,Rattata
normal,0.31,3.52,Rattata
normal,0.3,3.84,Rattata
normal,0.32,3.32,Rattata
normal,0.29,3.5,Rattata
normal,0.27,3.55,Rattata
normal,0.7,18.26,Raticate
normal,0.64,17.37,Raticate
normal,0.67,19.55,Raticate
normal,0.67,18.72,Raticate
normal,0.61,16.21,Raticate
normal,0.64,20.82,Raticate
normal,0.64,15.97,Raticate
normal,0.64,19.11,Raticate
normal,0.69,19.3,Raticate
normal,0.68,20.33,Raticate
normal,0.69,20.58,Raticate
normal,0.62,16.35,Raticate
normal,0.67,16.45,Raticate
normal,0.67,19.83,Raticate
normal,0.65,17.8,Raticate
normal,0.8,16.29,Raticate
normal,0.66,18.2,Raticate
normal,0.7,19.95,Raticate
normal,0.61,18.79,Raticate
normal,0.67,17.61,Raticate
normal,0.7,18.84,Raticate
normal,0.66,17.3,Raticate
normal,0.74,20.13,Raticate
normal,0.82,23.86,Raticate
normal,0.77,18.25,Raticate
flying,0.28,1.93,Spearow
flying,0.31,1.88,Spearow
flying,0.33,2.06,Spearow
flying,0.3,2.09,Spearow
flying,0.33,1.58,Spearow
flying,0.34,2.0,Spearow
flying,0.28,2.23,Spearow
flying,0.28,2.11,Spearow
flying,0.28,1.69,Spearow
flying,0.34,1.91,Spearow
flying,0.29,1.86,Spearow
flying,0.27,2.25,Spearow
flying,0.32,1.97,Spearow
flying,0.29,2.04,Spearow
flying,0.28,2.15,Spearow
flying,0.3,1.92,Spearow
flying,0.32,1.95,Spearow
flying,0.28,1.76,Spearow
flying,0.28,2.11,Spearow
flying,0.31,2.08,Spearow
flying,0.32,1.7,Spearow
flying,0.28,1.99,Spearow
flying,0.27,1.85,Spearow
flying,0.37,2.19,Spearow
flying,0.32,1.74,Spearow
flying,1.35,36.19,Fearow
flying,1.1,39.6,Fearow
flying,1.16,39.67,Fearow
flying,1.06,43.53,Fearow
flying,1.24,39.14,Fearow
flying,1.04,44.58,Fearow
flying,1.19,44.96,Fearow
flying,1.26,38.89,Fearow
flying,1.32,34.06,Fearow
flying,1.13,37.96,Fearow
flying,1.17,36.58,Fearow
flying,1.1,40.23,Fearow
flying,1.17,42.96,Fearow
flying,1.45,36.88,Fearow
flying,1.11,33.83,Fearow
flying,1.16,38.46,Fearow
flying,1.23,38.71,Fearow
flying,1.22,35.25,Fearow
flying,1.2,41.8,Fearow
flying,1.3,38.14,Fearow
flying,1.27,39.01,Fearow
flying,1.18,38.27,Fearow
flying,1.15,41.53,Fearow
flying,1.25,40.29,Fearow
flying,1.17,37.67,Fearow
poison,1.93,8.06,Ekans
poison,2.28,8.49,Ekans
poison,1.99,7.92,Ekans
poison,2.05,7.43,Ekans
poison,1.98,6.76,Ekans
poison,1.91,6.8,Ekans
poison,2.21,7.35,Ekans
poison,2.03,6.7,Ekans
poison,1.53,6.5,Ekans
poison,2.05,6.7,Ekans
poison,1.71,6.99,Ekans
poison,1.97,6.42,Ekans
poison,1.97,6.46,Ekans
poison,2.1,6.52,Ekans
poison,1.55,6.55,Ekans
poison,2.0,7.82,Ekans
poison,1.97,6.04,Ekans
poison,2.04,6.13,Ekans
poison,1.98,6.96,Ekans
poison,1.76,7.2,Ekans
poison,2.06,6.3,Ekans
poison,1.93,6.51,Ekans
poison,1.97,7.29,Ekans
poison,2.45,6.11,Ekans
poison,1.8,6.48,Ekans
poison,3.23,65.34,Arbok
poison,3.14,59.68,Arbok
poison,3.83,59.23,Arbok
poison,3.58,64.54,Arbok
poison,3.68,53.64,Arbok
poison,3.51,73.79,Arbok
poison,2.95,59.22,Arbok
poison,3.26,56.2,Arbok
poison,3.2,66.88,Arbok
poison,4.39,53.89,Arbok
poison,3.97,69.47,Arbok
poison,3.22,60.38,Arbok
poison,3.12,60.48,Arbok
poison,3.88,63.52,Arbok
poison,3.6,60.61,Arbok
poison,3.81,56.5,Arbok
poison,3.45,71.58,Arbok
poison,3.28,54.68,Arbok
poison,3.5,64.2,Arbok
poison,3.71,64.7,Arbok
poison,3.79,61.33,Arbok
poison,3.98,70.78,Arbok
poison,3.11,48.87,Arbok
poison,3.47,63.77,Arbok
poison,3.96,67.57,Arbok
electric,0.41,5.65,Pikachu
electric,0.44,4.86,Pikachu
electric,0.41,5.53,Pikachu
electric,0.4,6.47,Pikachu
electric,0.36,5.84,Pikachu
electric,0.41,6.39,Pikachu
electric,0.5,6.06,Pikachu
electric,0.43,6.25,Pikachu
electric,0.38,5.97,Pikachu
electric,0.35,6.06,Pikachu
electric,0.42,6.17,Pikachu
electric,0.43,6.09,Pikachu
electric,0.41,5.86,Pikachu
electric,0.36,5.56,Pikachu
electric,0.42,6.65,Pikachu
electric,0.41,5.28,Pikachu
electric,0.41,6.22,Pikachu
electric,0.37,6.87,Pikachu
electric,0.41,6.12,Pikachu
electric,0.4,5.61,Pikachu
electric,0.4,5.41,Pikachu
electric,0.39,6.21,Pikachu
electric,0.38,5.34,Pikachu
electric,0.41,6.18,Pikachu
electric,0.41,5.67,Pikachu
electric,0.76,27.93,Raichu
electric,0.88,29.49,Raichu
electric,0.94,34.81,Raichu
electric,0.84,28.81,Raichu
electric,0.78,27.27,Raichu
electric,0.73,34.19,Raichu
electric,0.82,29.52,Raichu
electric,0.85,32.9,Raichu
electric,0.84,26.7,Raichu
electric,0.8,32.91,Raichu
electric,0.85,30.81,Raichu
electric,0.87,24.49,Raichu
electric,0.8,24.61,Raichu
electric,0.72,31.3,Raichu
electric,0.73,32.2,Raichu
electric,0.67,32.25,Raichu
electric,0.93,29.63,Raichu
electric,0.83,28.18,Raichu
electric,0.68,28.86,Raichu
electric,0.86,28.11,Raichu
electric,0.64,25.41,Raichu
electric,0.78,30.22,Raichu
electric,0.83,27.52,Raichu
electric,0.91,32.82,Raichu
electric,0.8,29.48,Raichu
ground,0.5,10.72,Sandshrew
ground,0.51,11.35,Sandshrew
ground,0.65,11.88,Sandshrew
ground,0.59,12.71,Sandshrew
ground,0.62,12.22,Sandshrew
ground,0.69,14.68,Sandshrew
ground,0.56,10.82,Sandshrew
ground,0.59,12.04,Sandshrew
ground,0.55,12.13,Sandshrew
ground,0.64,11.99,Sandshrew
ground,0.61,12.17,Sandshrew
ground,0.61,12.5,Sandshrew
ground,0.52,10.86,Sandshrew
ground,0.63,12.42,Sandshrew
ground,0.58,13.51,Sandshrew
ground,0.74,10.31,Sandshrew
ground,0.62,13.69,Sandshrew
ground,0.52,12.0,Sandshrew
ground,0.58,11.2,Sandshrew
ground,0.59,12.85,Sandshrew
ground,0.63,9.01,Sandshrew
ground,0.66,11.09,Sandshrew
ground,0.58,13.26,Sandshrew
ground,0.56,11.7,Sandshrew
ground,0.6,11.72,Sandshrew
ground,0.83,28.59,Sandslash
ground,1.06,26.47,Sandslash
ground,1.05,28.33,Sandslash
ground,1.12,28.26,Sandslash
ground,1.13,33.61,Sandslash
ground,0.96,32.33,Sandslash
ground,0.92,31.05,Sandslash
ground,1.15,30.1,Sandslash
ground,1.16,31.31,Sandslash
ground,1.27,31.83,Sandslash
ground,0.92,26.37,Sandslash
ground,0.89,30.42,Sandslash
ground,0.96,35.93,Sandslash
ground,1.03,27.67,Sandslash
ground,1.05,29.19,Sandslash
ground,0.9,28.72,Sandslash
ground,0.96,30.8,Sandslash
ground,0.96,27.12,Sandslash
ground,1.08,35.17,Sandslash
ground,1.04,27.03,Sandslash
ground,1.13,33.07,Sandslash
ground,0.99,32.46,Sandslash
ground,1.06,30.57,Sandslash
ground,0.88,26.34,Sandslash
ground,1.12,34.14,Sandslash
poison,0.42,7.67,NidoranF
poison,0.48,7.41,NidoranF
poison,0.42,7.67,NidoranF
poison,0.4,7.21,NidoranF
poison,0.5,7.75,NidoranF
poison,0.41,6.45,NidoranF
poison,0.44,6.65,NidoranF
poison,0.38,6.6,NidoranF
poison,0.42,8.02,NidoranF
poison,0.44,6.32,NidoranF
poison,0.37,8.22,NidoranF
poison,0.41,6.42,NidoranF
poison,0.36,7.09,NidoranF
poison,0.42,7.61,NidoranF
poison,0.42,6.09,NidoranF
poison,0.37,7.67,NidoranF
poison,0.4,6.74,NidoranF
poison,0.35,6.48,NidoranF
poison,0.43,6.94,NidoranF
poison,0.38,7.04,NidoranF
poison,0.42,7.0,NidoranF
poison,0.39,6.54,NidoranF
poison,0.37,7.73,NidoranF
poison,0.46,7.19,NidoranF
poison,0.34,7.33,NidoranF
poison,0.92,19.53,Nidorina
poison,0.89,19.46,Nidorina
poison,0.85,22.17,Nidorina
poison,0.85,20.89,Nidorina
poison,0.83,19.98,Nidorina
poison,0.76,20.19,Nidorina
poison,0.73,20.57,Nidorina
poison,0.71,23.08,Nidorina
poison,0.93,17.95,Nidorina
poison,0.83,21.2,Nidorina
poison,0.74,22.91,Nidorina
poison,0.97,19.4,Nidorina
poison,0.7,24.35,Nidorina
poison,0.74,23.03,Nidorina
poison,0.91,18.71,Nidorina
poison,0.8,21.64,Nidorina
poison,0.65,21.49,Nidorina
poison,0.79,23.49,Nidorina
poison,0.75,20.06,Nidorina
poison,0.79,20.77,Nidorina
poison,0.69,21.5,Nidorina
poison,0.87,17.4,Nidorina
poison,0.85,22.37,Nidorina
poison,0.68,19.37,Nidorina
poison,0.77,22.83,Nidorina
poison,1.33,64.3,Nidoqueen
poison,1.49,54.99,Nidoqueen
poison,1.2,54.48,Nidoqueen
poison,1.44,58.9,Nidoqueen
poison,1.46,58.11,Nidoqueen
poison,1.3,66.83,Nidoqueen
poison,1.4,52.42,Nidoqueen
poison,1.05,68.78,Nidoqueen
poison,1.39,66.79,Nidoqueen
poison,1.15,65.42,Nidoqueen
poison,1.41,57.56,Nidoqueen
poison,1.35,62.73,Nidoqueen
poison,1.02,63.97,Nidoqueen
poison,1.25,62.78,Nidoqueen
poison,1.31,60.34,Nidoqueen
poison,1.31,51.83,Nidoqueen
poison,1.4,62.78,Nidoqueen
poison,1.15,55.31,Nidoqueen
poison,1.41,59.48,Nidoqueen
poison,1.26,59.96,Nidoqueen
poison,1.35,57.84,Nidoqueen
poison,1.27,56.69,Nidoqueen
poison,1.31,63.66,Nidoqueen
poison,1.37,72.04,Nidoqueen
poison,1.45,62.79,Nidoqueen
poison,0.52,8.85,NidoranM
poison,0.5,8.36,NidoranM
poison,0.46,7.66,NidoranM
poison,0.46,8.74,NidoranM
poison,0.5,9.95,NidoranM
poison,0.43,9.59,NidoranM
poison,0.5,7.16,NidoranM
poison,0.51,7.97,NidoranM
poison,0.53,8.38,NidoranM
poison,0.55,9.11,NidoranM
poison,0.58,9.43,NidoranM
poison,0.45,8.45,NidoranM
poison,0.48,8.55,NidoranM
poison,0.53,8.86,NidoranM
poison,0.49,8.49,NidoranM
poison,0.46,7.95,NidoranM
poison,0.6,8.55,NidoranM
poison,0.52,8.27,NidoranM
