@RELATION pokemon

@ATTRIBUTE	type	{grass,fire,water,bug,flying,normal,poison,electric,ground}
@ATTRIBUTE	height	REAL
@ATTRIBUTE	weight	REAL
@ATTRIBUTE	name	{Bulbasaur,Ivysaur,Venusaur,Charmander,Charmeleon,Charizard,Squirtle,Wartortle,Blastoise,Caterpie,Metapod,Butterfree,Weedle,Kakuna,Beedrill,Pidgey,Pidgeotto,Pidgeot,Rattata,Raticate,Spearow,Fearow,Ekans,Arbok,Pikachu,Raichu,Sandshrew,Sandslash,NidoranF,Nidorina,Nidoqueen,NidoranM,Nidorino,Nidoking}

@DATA
fire,1.03,19.18,Charmeleon
fire,1.19,18.49,Charmeleon
fire,1.17,19.28,Charmeleon
fire,1.19,15.17,Charmeleon
fire,1.47,73.67,Charizard
fire,1.67,96.34,Charizard
fire,1.6,90.98,Charizard
fire,1.71,72.57,Charizard
fire,1.88,83.79,Charizard
fire,1.7,71.86,Charizard
fire,1.41,86.96,Charizard
fire,1.67,100.49,Charizard
fire,1.75,86.99,Charizard
fire,1.63,90.11,Charizard
fire,1.93,88.73,Charizard
fire,1.48,96.94,Charizard
fire,1.78,88.84,Charizard
fire,1.71,83.66,Charizard
fire,1.77,83.27,Charizard
fire,1.69,96.05,Charizard
fire,1.78,88.17,Charizard
fire,1.58,78.01,Charizard
fire,1.65,96.66,Charizard
fire,1.8,79.44,Charizard
fire,1.68,96.47,Charizard
fire,1.85,85.87,Charizard
fire,1.57,91.92,Charizard
fire,2.11,101.44,Charizard
fire,1.85,93.97,Charizard
water,0.51,10.98,Squirtle
water,0.46,8.36,Squirtle
water,0.49,8.72,Squirtle
water,0.49,8.55,Squirtle
water,0.53,7.62,Squirtle
water,0.45,10.44,Squirtle
water,0.48,8.72,Squirtle
water,0.52,10.51,Squirtle
water,0.54,9.26,Squirtle
water,0.5,9.96,Squirtle
water,0.41,10.38,Squirtle
water,0.53,9.33,Squirtle
water,0.57,10.29,Squirtle
water,0.44,10.73,Squirtle
water,0.54,9.39,Squirtle
water,0.59,8.89,Squirtle
water,0.58,8.45,Squirtle
water,0.56,8.45,Squirtle
water,0.46,8.3,Squirtle
water,0.48,9.56,Squirtle
water,0.5,7.25,Squirtle
water,0.49,8.88,Squirtle
water,0.55,8.79,Squirtle
water,0.47,8.83,Squirtle
water,0.48,9.8,Squirtle
water,0.85,22.87,Wartortle
water,0.96,25.79,Wartortle
water,1.15,21.33,Wartortle
water,1.11,25.79,Wartortle
water,0.94,25.71,Wartortle
water,0.95,25.35,Wartortle
water,1.04,22.91,Wartortle
water,0.95,21.88,Wartortle
water,1.02,19.59,Wartortle
water,1.01,24.12,Wartortle
water,0.86,25.41,Wartortle
water,1.12,23.6,Wartortle
water,1.08,22.92,Wartortle
water,0.88,22.86,Wartortle
water,0.94,22.47,Wartortle
water,1.09,16.97,Wartortle
water,1.11,20.71,Wartortle
water,1.03,19.65,Wartortle
water,1.05,23.31,Wartortle
water,1.14,22.15,Wartortle
water,1.0,23.81,Wartortle
water,1.12,20.91,Wartortle
water,0.95,19.08,Wartortle
water,0.94,25.74,Wartortle
water,1.03,21.87,Wartortle
water,1.51,69.34,Blastoise
water,1.77,94.84,Blastoise
water,1.67,80.49,Blastoise
water,1.45,70.13,Blastoise
water,1.24,82.66,Blastoise
water,1.59,81.76,Blastoise
water,1.67,78.24,Blastoise
water,1.32,94.8,Blastoise
water,1.67,99.91,Blastoise
water,1.7,101.43,Blastoise
water,1.55,93.54,Blastoise
water,1.48,85.53,Blastoise
water,1.6,91.88,Blastoise
water,1.65,91.74,Blastoise
water,1.78,91.19,Blastoise
water,1.57,83.46,Blastoise
water,1.59,96.43,Blastoise
water,1.51,77.24,Blastoise
water,1.47,74.02,Blastoise
water,1.55,75.06,Blastoise
water,1.51,82.37,Blastoise
water,1.59,86.41,Blastoise
water,1.5,95.72,Blastoise
water,1.44,71.2,Blastoise
water,1.7,77.98,Blastoise
bug,0.25,2.27,Caterpie
bug,0.32,3.31,Caterpie
bug,0.29,2.97,Caterpie
bug,0.33,2.62,Caterpie
bug,0.3,2.54,Caterpie
bug,0.24,3.2,Caterpie
bug,0.31,2.91,Caterpie
bug,0.32,3.66,Caterpie
bug,0.31,2.5,Caterpie
bug,0.35,2.45,Caterpie
bug,0.29,2.77,Caterpie
bug,0.32,3.15,Caterpie
bug,0.28,2.72,Caterpie
bug,0.32,3.04,Caterpie
bug,0.23,2.27,Caterpie
bug,0.26,2.91,Caterpie
bug,0.32,3.09,Caterpie
bug,0.3,2.61,Caterpie
bug,0.3,3.02,Caterpie
bug,0.28,2.71,Caterpie
bug,0.32,3.18,Caterpie
bug,0.32,3.41,Caterpie
bug,0.28,3.01,Caterpie
bug,0.26,2.4,Caterpie
bug,0.27,3.15,Caterpie
bug,0.62,8.73,Metapod
bug,0.67,10.33,Metapod
bug,0.73,8.52,Metapod
bug,0.79,8.93,Metapod
bug,0.7,8.56,Metapod
bug,0.76,9.79,Metapod
bug,0.65,10.11,Metapod
bug,0.77,10.61,Metapod
bug,0.71,9.75,Metapod
bug,0.66,9.4,Metapod
bug,0.66,8.01,Metapod
bug,0.68,7.92,Metapod
bug,0.65,9.4,Metapod
bug,0.73,10.14,Metapod
bug,0.67,11.45,Metapod
bug,0.7,9.13,Metapod
bug,0.7,9.33,Metapod
bug,0.63,10.68,Metapod
bug,0.73,9.64,Metapod
bug,0.62,9.94,Metapod
bug,0.71,11.87,Metapod
bug,0.5,9.31,Metapod
bug,0.87,9.63,Metapod
bug,0.73,10.78,Metapod
bug,0.69,9.17,Metapod
bug,0.93,28.17,Butterfree
bug,0.91,34.05,Butterfree
bug,1.04,29.67,Butterfree
bug,1.04,32.87,Butterfree
bug,1.06,32.72,Butterfree
bug,1.06,29.1,Butterfree
bug,1.05,32.4,Butterfree
bug,1.16,33.31,Butterfree
bug,1.07,33.16,Butterfree
bug,0.98,28.23,Butterfree
bug,0.88,35.97,Butterfree
bug,1.06,30.72,Butterfree
bug,1.02,35.75,Butterfree
bug,1.15,29.95,Butterfree
bug,1.07,31.86,Butterfree
bug,1.09,32.83,Butterfree
bug,1.1,32.31,Butterfree
bug,1.15,35.29,Butterfree
bug,0.95,36.38,Butterfree
bug,1.27,32.25,Butterfree
bug,0.96,30.45,Butterfree
bug,1.14,35.22,Butterfree
bug,1.18,31.63,Butterfree
bug,0.89,35.46,Butterfree
bug,0.93,28.11,Butterfree
bug,0.3,3.2,Weedle
bug,0.26,2.53,Weedle
bug,0.31,3.28,Weedle
bug,0.31,3.48,Weedle
bug,0.3,3.04,Weedle
bug,0.32,3.1,Weedle
bug,0.36,3.7,Weedle
bug,0.32,3.04,Weedle
bug,0.33,3.2,Weedle
bug,0.27,3.33,Weedle
bug,0.27,3.46,Weedle
bug,0.32,2.99,Weedle
bug,0.32,2.72,Weedle
bug,0.3,2.95,Weedle
bug,0.26,2.76,Weedle
bug,0.31,3.62,Weedle
bug,0.3,2.86,Weedle
bug,0.28,3.04,Weedle
bug,0.29,3.57,Weedle
bug,0.28,3.49,Weedle
bug,0.3,3.38,Weedle
bug,0.32,3.4,Weedle
bug,0.3,3.35,Weedle
bug,0.29,3.44,Weedle
bug,0.34,3.15,Weedle
bug,0.65,10.28,Kakuna
bug,0.52,11.35,Kakuna
bug,0.61,8.48,Kakuna
bug,0.69,12.91,Kakuna
bug,0.54,8.27,Kakuna
bug,0.57,11.44,Kakuna
bug,0.61,9.46,Kakuna
bug,0.62,10.62,Kakuna
bug,0.58,10.07,Kakuna
bug,0.66,10.24,Kakuna
bug,0.6,9.34,Kakuna
bug,0.57,11.37,Kakuna
bug,0.62,8.93,Kakuna
bug,0.56,11.33,Kakuna
bug,0.63,10.57,Kakuna
bug,0.65,11.42,Kakuna
bug,0.67,11.17,Kakuna
bug,0.69,10.96,Kakuna
bug,0.55,10.48,Kakuna
bug,0.63,9.5,Kakuna
bug,0.58,8.39,Kakuna
bug,0.56,9.56,Kakuna
bug,0.64,9.42,Kakuna
bug,0.59,10.82,Kakuna
bug,0.65,10.11,Kakuna
bug,1.1,33.41,Beedrill
bug,1.0,28.78,Beedrill
bug,1.14,34.39,Beedrill
bug,0.79,28.32,Beedrill
bug,0.87,27.33,Beedrill
bug,1.08,26.24,Beedrill
bug,0.95,34.51,Beedrill
bug,0.91,30.21,Beedrill
bug,0.95,26.14,Beedrill
bug,1.01,31.66,Beedrill
bug,0.96,22.49,Beedrill
bug,1.21,30.18,Beedrill
bug,0.96,27.19,Beedrill
bug,0.93,30.14,Beedrill
bug,0.94,26.86,Beedrill
bug,1.01,26.59,Beedrill
bug,1.0,29.85,Beedrill
bug,0.97,30.84,Beedrill
bug,0.8,25.49,Beedrill
bug,1.07,28.95,Beedrill
bug,0.84,25.62,Beedrill
bug,1.07,28.79,Beedrill
bug,1.02,30.65,Beedrill
bug,1.14,31.03,Beedrill
bug,0.99,30.58,Beedrill
flying,0.28,4.1,Pidgey
flying,0.29,3.38,Pidgey
flying,0.29,3.63,Pidgey
flying,0.29,3.77,Pidgey
flying,0.31,4.25,Pidgey
flying,0.29,4.55,Pidgey
flying,0.27,3.45,Pidgey
flying,0.33,4.5,Pidgey
flying,0.31,4.07,Pidgey
flying,0.38,4.0,Pidgey
flying,0.3,3.55,Pidgey
flying,0.29,4.45,Pidgey
flying,0.24,3.42,Pidgey
flying,0.29,3.86,Pidgey
flying,0.26,4.34,Pidgey
flying,0.23,3.13,Pidgey
flying,0.27,3.39,Pidgey
flying,0.31,3.95,Pidgey
flying,0.27,4.23,Pidgey
flying,0.38,3.93,Pidgey
flying,0.28,4.06,Pidgey
flying,0.29,3.85,Pidgey
flying,0.34,3.91,Pidgey
flying,0.28,4.19,Pidgey
flying,0.3,3.75,Pidgey
flying,1.2,28.72,Pidgeotto
flying,1.0,35.71,Pidgeotto
flying,1.2,32.3,Pidgeotto
flying,0.86,31.58,Pidgeotto
flying,1.01,25.34,Pidgeotto
flying,1.02,25.94,Pidgeotto
flying,0.86,29.58,Pidgeotto
flying,1.08,28.6,Pidgeotto
flying,0.93,31.66,Pidgeotto
flying,1.12,31.3,Pidgeotto
flying,1.02,28.48,Pidgeotto
flying,0.95,29.01,Pidgeotto
flying,0.96,29.58,Pidgeotto
flying,1.2,32.69,Pidgeotto
flying,1.16,28.64,Pidgeotto
flying,1.06,32.06,Pidgeotto
flying,1.04,24.41,Pidgeotto
flying,1.2,25.31,Pidgeotto
flying,1.14,26.72,Pidgeotto
flying,1.09,29.57,Pidgeotto
flying,1.01,28.95,Pidgeotto
flying,1.11,28.41,Pidgeotto
flying,1.22,30.59,Pidgeotto
flying,1.17,30.39,Pidgeotto
flying,0.99,19.59,Pidgeotto
flying,1.83,41.94,Pidgeot
flying,1.4,43.05,Pidgeot
flying,1.65,39.6,Pidgeot
flying,1.14,43.28,Pidgeot
flying,1.4,40.39,Pidgeot
flying,1.44,39.72,Pidgeot
flying,1.68,41.06,Pidgeot
flying,1.54,41.17,Pidgeot
flying,1.4,41.68,Pidgeot
flying,1.44,43.16,Pidgeot
flying,1.48,40.47,Pidgeot
flying,1.74,32.73,Pidgeot
flying,1.57,42.66,Pidgeot
flying,1.49,41.16,Pidgeot
flying,1.25,42.84,Pidgeot
flying,1.38,39.34,Pidgeot
flying,1.46,38.91,Pidgeot
flying,1.8,42.58,Pidgeot
flying,1.78,43.17,Pidgeot
flying,1.32,39.24,Pidgeot
flying,1.48,38.66,Pidgeot
flying,1.28,31.25,Pidgeot
flying,1.56,43.37,Pidgeot
flying,1.44,42.06,Pidgeot
flying,1.67,38.33,Pidgeot
normal,0.29,3.21,Rattata
normal,0.27,3.46,Rattata
normal,0.34,3.66,Rattata
normal,0.25,3.81,Rattata
normal,0.28,3.55,Rattata
normal,0.28,3.13,Rattata
normal,0.26,3.69,Rattata
normal,0.29,3.42,Rattata
normal,0.33,3.66,Rattata
normal,0.3,3.52,Rattata
normal,0.37,3.38,Rattata
normal,0.33,3.55,Rattata
normal,0.29,3.58,Rattata
normal,0.36,3.43,Rattata
normal,0.25,3.38,Rattata
normal,0.28,2.97,Rattata
normal,0.3,3.27,Rattata
normal,0.38,3.69,Rattata
normal,0.38,3.41,Rattata
normal,0.32,2.68,Rattata
normal,0.25,4.01,Rattata
normal,0.26,3.99,Rattata
normal,0.34,3.68,Rattata
normal,0.3,3.22,Rattata
normal,0.36,3.34,Rattata
normal,0.81,20.41,Raticate
normal,0.75,18.06,Raticate
normal,0.57,16.11,Raticate
normal,0.63,18.12,Raticate
normal,0.8,22.04,Raticate
normal,0.66,20.49,Raticate
normal,0.66,21.12,Raticate
normal,0.71,16.69,Raticate
normal,0.71,20.71,Raticate
normal,0.62,17.1,Raticate
normal,0.69,16.39,Raticate
normal,0.65,17.91,Raticate
normal,0.66,17.41,Raticate
normal,0.58,17.91,Raticate
normal,0.74,17.72,Raticate
normal,0.69,22.62,Raticate
normal,0.53,18.62,Raticate
normal,0.73,20.45,Raticate
normal,0.7,21.35,Raticate
normal,0.72,18.34,Raticate
normal,0.65,20.18,Raticate
normal,0.78,19.4,Raticate
normal,0.73,18.38,Raticate
normal,0.57,18.53,Raticate
normal,0.58,18.65,Raticate
flying,0.26,1.81,Spearow
flying,0.3,1.92,Spearow
flying,0.33,2.19,Spearow
flying,0.28,2.26,Spearow
flying,0.31,2.08,Spearow
flying,0.29,2.25,Spearow
flying,0.32,2.38,Spearow
flying,0.31,2.08,Spearow
flying,0.3,2.11,Spearow
flying,0.28,1.86,Spearow
flying,0.28,1.96,Spearow
flying,0.32,2.24,Spearow
flying,0.34,2.01,Spearow
flying,0.33,2.23,Spearow
flying,0.28,2.26,Spearow
flying,0.33,1.55,Spearow
flying,0.29,1.92,Spearow
flying,0.31,2.15,Spearow
flying,0.3,1.92,Spearow
flying,0.31,1.56,Spearow
flying,0.32,1.87,Spearow
flying,0.32,2.14,Spearow
flying,0.29,1.87,Spearow
flying,0.29,2.11,Spearow
flying,0.34,1.76,Spearow
flying,1.32,46.64,Fearow
flying,1.16,32.14,Fearow
flying,1.28,40.56,Fearow
flying,1.22,40.39,Fearow
flying,1.18,39.42,Fearow
flying,1.2,35.44,Fearow
flying,1.09,39.77,Fearow
flying,1.1,42.5,Fearow
flying,1.21,36.8,Fearow
flying,1.24,30.93,Fearow
flying,1.13,42.57,Fearow
flying,1.24,42.37,Fearow
flying,1.04,34.75,Fearow
flying,1.19,42.42,Fearow
flying,1.49,39.81,Fearow
flying,1.24,32.19,Fearow
flying,1.08,35.83,Fearow
flying,1.33,38.43,Fearow
flying,1.19,30.08,Fearow
flying,1.35,34.4,Fearow
flying,1.45,36.67,Fearow
flying,1.26,36.79,Fearow
flying,0.92,38.36,Fearow
flying,1.11,43.44,Fearow
flying,1.35,34.42,Fearow
poison,1.72,6.41,Ekans
poison,2.13,6.36,Ekans
poison,1.79,6.68,Ekans
poison,1.94,7.85,Ekans
poison,2.05,7.44,Ekans
poison,2.23,5.68,Ekans
poison,2.05,6.96,Ekans
poison,2.19,6.95,Ekans
poison,1.98,6.4,Ekans
poison,2.12,5.67,Ekans
poison,2.05,7.07,Ekans
poison,2.0,8.29,Ekans
poison,2.21,6.13,Ekans
poison,1.89,7.06,Ekans
poison,2.14,7.86,Ekans
poison,1.9,7.16,Ekans
poison,2.03,7.2,Ekans
poison,2.1,7.24,Ekans
poison,1.97,7.2,Ekans
poison,1.9,6.35,Ekans
poison,1.96,6.3,Ekans
poison,1.85,6.49,Ekans
poison,1.59,7.07,Ekans
poison,2.22,6.31,Ekans
poison,1.99,5.99,Ekans
poison,3.86,51.4,Arbok
poison,3.35,58.21,Arbok
poison,3.78,69.53,Arbok
poison,3.66,66.87,Arbok
poison,3.68,62.8,Arbok
poison,3.6,62.83,Arbok
poison,3.54,66.8,Arbok
poison,3.15,67.46,Arbok
poison,3.71,61.3,Arbok
poison,3.28,63.03,Arbok
poison,3.36,54.71,Arbok
poison,3.88,56.86,Arbok
poison,3.08,67.85,Arbok
poison,3.24,68.51,Arbok
poison,2.94,72.16,Arbok
poison,3.69,56.73,Arbok
poison,3.32,53.58,Arbok
poison,4.42,64.85,Arbok
poison,3.87,67.99,Arbok
poison,3.48,72.37,Arbok
poison,3.39,63.63,Arbok
poison,3.22,57.7,Arbok
poison,3.22,56.41,Arbok
poison,3.7,71.78,Arbok
poison,3.01,57.63,Arbok
electric,0.43,5.55,Pikachu
electric,0.42,5.85,Pikachu
electric,0.48,6.63,Pikachu
electric,0.37,5.56,Pikachu
electric,0.4,5.35,Pikachu
electric,0.36,7.11,Pikachu
electric,0.4,6.54,Pikachu
electric,0.36,6.11,Pikachu
electric,0.4,5.79,Pikachu
electric,0.4,5.36,Pikachu
electric,0.42,6.3,Pikachu
electric,0.44,5.78,Pikachu
electric,0.36,6.28,Pikachu
electric,0.35,5.61,Pikachu
electric,0.45,6.05,Pikachu
electric,0.37,4.8,Pikachu
electric,0.47,5.2,Pikachu
electric,0.36,5.87,Pikachu
electric,0.43,5.09,Pikachu
electric,0.41,6.69,Pikachu
electric,0.44,5.49,Pikachu
electric,0.39,5.69,Pikachu
electric,0.4,6.96,Pikachu
electric,0.4,6.14,Pikachu
electric,0.43,5.99,Pikachu
electric,0.84,31.54,Raichu
electric,0.87,33.21,Raichu
electric,0.84,35.48,Raichu
electric,0.79,30.86,Raichu
electric,0.84,36.72,Raichu
electric,0.88,30.26,Raichu
electric,0.91,31.49,Raichu
electric,0.82,33.8,Raichu
electric,0.77,33.2,Raichu
electric,0.71,27.77,Raichu
electric,0.86,28.59,Raichu
electric,0.85,30.57,Raichu
electric,0.69,29.37,Raichu
electric,0.71,30.95,Raichu
electric,0.96,27.5,Raichu
electric,0.84,37.6,Raichu
electric,0.64,28.49,Raichu
electric,0.68,36.38,Raichu
electric,0.85,29.45,Raichu
electric,0.85,32.31,Raichu
electric,0.81,28.58,Raichu
electric,0.68,33.5,Raichu
electric,0.7,34.01,Raichu
electric,0.87,24.79,Raichu
electric,0.88,27.27,Raichu
ground,0.61,12.35,Sandshrew
ground,0.69,11.53,Sandshrew
ground,0.65,10.75,Sandshrew
ground,0.6,13.99,Sandshrew
ground,0.64,10.49,Sandshrew
ground,0.53,10.34,Sandshrew
ground,0.61,12.01,Sandshrew
ground,0.63,13.96,Sandshrew
ground,0.48,11.47,Sandshrew
ground,0.64,10.65,Sandshrew
ground,0.57,11.06,Sandshrew
ground,0.58,13.72,Sandshrew
ground,0.62,9.94,Sandshrew
ground,0.64,11.49,Sandshrew
ground,0.52,11.47,Sandshrew
ground,0.55,14.38,Sandshrew
ground,0.67,12.53,Sandshrew
ground,0.56,11.47,Sandshrew
ground,0.55,11.96,Sandshrew
ground,0.67,11.87,Sandshrew
ground,0.64,12.02,Sandshrew
ground,0.58,13.35,Sandshrew
ground,0.58,12.34,Sandshrew
ground,0.6,13.73,Sandshrew
ground,0.58,12.15,Sandshrew
ground,0.91,28.34,Sandslash
ground,1.03,29.33,Sandslash
ground,1.08,32.02,Sandslash
ground,0.83,27.96,Sandslash
ground,1.01,30.57,Sandslash
ground,1.06,29.56,Sandslash
ground,1.08,27.7,Sandslash
ground,1.05,33.17,Sandslash
ground,0.77,26.9,Sandslash
ground,0.84,27.11,Sandslash
ground,1.06,28.36,Sandslash
ground,1.03,25.83,Sandslash
ground,0.89,28.82,Sandslash
ground,0.89,26.43,Sandslash
ground,0.94,24.36,Sandslash
ground,1.08,29.96,Sandslash
ground,0.76,30.57,Sandslash
ground,1.08,29.63,Sandslash
ground,0.98,29.24,Sandslash
ground,0.96,31.57,Sandslash
ground,0.69,26.79,Sandslash
ground,0.91,24.63,Sandslash
ground,0.79,25.04,Sandslash
ground,0.98,27.95,Sandslash
ground,0.98,32.84,Sandslash
poison,0.37,6.95,NidoranF
poison,0.45,6.19,NidoranF
poison,0.29,7.82,NidoranF
poison,0.38,7.68,NidoranF
poison,0.42,6.57,NidoranF
poison,0.4,7.15,NidoranF
poison,0.37,7.73,NidoranF
poison,0.35,6.71,NidoranF
poison,0.39,7.46,NidoranF
poison,0.34,7.03,NidoranF
poison,0.42,7.01,NidoranF
poison,0.38,5.04,NidoranF
poison,0.47,5.05,NidoranF
poison,0.34,6.99,NidoranF
poison,0.38,6.92,NidoranF
poison,0.36,6.52,NidoranF
poison,0.39,8.61,NidoranF
poison,0.4,8.05,NidoranF
poison,0.4,7.57,NidoranF
poison,0.35,7.19,NidoranF
poison,0.37,6.39,NidoranF
poison,0.45,6.27,NidoranF
poison,0.39,6.76,NidoranF
poison,0.38,5.84,NidoranF
poison,0.42,6.22,NidoranF
poison,0.75,18.58,Nidorina
poison,0.7,21.34,Nidorina
poison,0.79,18.42,Nidorina
poison,0.68,23.59,Nidorina
poison,0.73,18.46,Nidorina
poison,0.6,18.75,Nidorina
poison,0.82,19.1,Nidorina
poison,0.81,20.34,Nidorina
poison,0.74,23.12,Nidorina
poison,0.77,20.57,Nidorina
poison,0.83,20.38,Nidorina
poison,0.88,18.7,Nidorina
poison,0.81,18.01,Nidorina
poison,0.68,21.03,Nidorina
poison,0.84,18.92,Nidorina
poison,0.74,18.12,Nidorina
poison,0.83,22.78,Nidorina
poison,0.91,19.66,Nidorina
poison,0.82,23.29,Nidorina
poison,0.84,19.0,Nidorina
poison,0.74,20.12,Nidorina
poison,0.9,20.34,Nidorina
poison,0.8,21.64,Nidorina
poison,0.81,21.24,Nidorina
poison,0.75,17.9,Nidorina
poison,1.32,50.71,Nidoqueen
poison,1.23,60.42,Nidoqueen
poison,1.42,61.1,Nidoqueen
poison,1.54,67.6,Nidoqueen
poison,1.43,54.89,Nidoqueen
poison,1.36,71.6,Nidoqueen
poison,1.16,55.93,Nidoqueen
poison,1.22,50.43,Nidoqueen
poison,1.19,66.83,Nidoqueen
poison,1.2,62.62,Nidoqueen
poison,1.36,50.8,Nidoqueen
poison,1.26,50.7,Nidoqueen
poison,1.28,62.51,Nidoqueen
poison,1.4,59.46,Nidoqueen
poison,1.22,47.64,Nidoqueen
poison,1.22,63.84,Nidoqueen
poison,1.14,55.48,Nidoqueen
poison,1.23,54.27,Nidoqueen
poison,1.29,47.8,Nidoqueen
poison,1.32,71.4,Nidoqueen
poison,1.13,50.66,Nidoqueen
poison,1.41,69.51,Nidoqueen
poison,1.47,48.39,Nidoqueen
poison,1.21,46.8,Nidoqueen
poison,1.29,55.91,Nidoqueen
poison,0.41,7.18,NidoranM
poison,0.46,9.03,NidoranM
poison,0.52,9.12,NidoranM
poison,0.42,7.03,NidoranM
poison,0.5,9.76,NidoranM
poison,0.48,9.44,NidoranM
poison,0.53,8.78,NidoranM
poison,0.44,8.29,NidoranM
poison,0.53,8.56,NidoranM
poison,0.48,9.69,NidoranM
poison,0.52,9.45,NidoranM
poison,0.54,9.1,NidoranM
poison,0.47,8.05,NidoranM
poison,0.52,8.53,NidoranM
poison,0.47,10.44,NidoranM
poison,0.46,8.5,NidoranM
poison,0.5,8.27,NidoranM
poison,0.54,10.41,NidoranM
